id	volume	entry_type	title	date_label	candidate_count	reviewed_statements	status	first_pass_summary
MX4-059	4	main_work	党委会的工作方法	一九四九年三月十三日	28	1	source_records_with_open_verification_items	《党委会的工作方法》题注称，该篇是七届二中全会结论的一部分。
MX4-060	4	main_work	南京政府向何处去？	一九四九年四月四日	18	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-061	4	main_work	向全国进军的命令	一九四九年四月二十一日	21	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-062	4	main_work	中国人民解放军布告	一九四九年四月二十五日	18	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-063	4	main_work	中国人民解放军总部发言人为英国军舰暴行发表的声明	一九四九年四月三十日	10	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-064	4	main_work	在新政治协商会议筹备会上的讲话	一九四九年六月十五日	22	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-065	4	main_work	论人民民主专政	一九四九年六月三十日	86	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX4-066	4	main_work	丢掉幻想，准备斗争	一九四九年八月十四日	33	1	source_records_with_open_verification_items	《丢掉幻想，准备斗争》题注将该篇及其后四篇列为毛泽东为新华社写的评论，评论对象为美国国务院白皮书和艾奇逊的信。
MX4-067	4	main_work	别了，司徒雷登	一九四九年八月十八日	35	1	source_records_with_open_verification_items	《丢掉幻想，准备斗争》题注将该篇及其后四篇列为毛泽东为新华社写的评论，评论对象为美国国务院白皮书和艾奇逊的信。
MX4-068	4	main_work	为什么要讨论白皮书？	一九四九年八月二十八日	20	1	source_records_with_open_verification_items	《丢掉幻想，准备斗争》题注将该篇及其后四篇列为毛泽东为新华社写的评论，评论对象为美国国务院白皮书和艾奇逊的信。
MX4-069	4	main_work	“友谊”，还是侵略？	一九四九年八月三十日	15	1	source_records_with_open_verification_items	《丢掉幻想，准备斗争》题注将该篇及其后四篇列为毛泽东为新华社写的评论，评论对象为美国国务院白皮书和艾奇逊的信。
MX4-070	4	main_work	唯心历史观的破产	一九四九年九月十六日	32	1	source_records_with_open_verification_items	《丢掉幻想，准备斗争》题注将该篇及其后四篇列为毛泽东为新华社写的评论，评论对象为美国国务院白皮书和艾奇逊的信。
MX5-001	5	main_work	中国人民站起来了	一九四九年九月二十一日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-002	5	main_work	中国人民大团结万岁	一九四九年九月三十日	17	1	source_records_with_open_verification_items	《中国人民大团结万岁》网页题注称，毛泽东受会议委托起草宣言，“在人民领袖毛泽东主席领导之下”一句由会议代表在通过时提议增加。
MX5-003	5	main_work	人民英雄们永垂不朽	一九四九年九月三十日	19	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-004	5	main_work	永远保持艰苦奋斗的作风	一九四九年十月二十六日	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-005	5	main_work	征询对待富农策略问题的意见	一九五○年三月十二日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-006	5	main_work	为争取国家财政经济状况的基本好转而斗争	一九五○年六月六日	37	1	source_records_with_open_verification_items	《不要四面出击》网页题注称，该篇是讲话的一部分，对《为争取国家财政经济状况的基本好转而斗争》书面报告作了说明。
MX5-007	5	main_work	不要四面出击	一九五○年六月六日	30	1	source_records_with_open_verification_items	《不要四面出击》网页题注称，该篇是讲话的一部分，对《为争取国家财政经济状况的基本好转而斗争》书面报告作了说明。
MX5-008	5	main_work	做一个完全的革命派	一九五○年六月二十三日	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-009	5	main_work	你们是全民族的模范人物	一九五○年九月二十五日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-010	5	main_work	给中国人民志愿军的命令	一九五○年十月八日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-011	5	main_work	中国人民志愿军要爱护朝鲜的一山一水一草一木	一九五一年一月十九日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-012	5	main_work	中共中央政治局扩大会议决议要点	一九五一年二月十八日	18	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-013	5	main_work	镇压反革命必须实行党的群众路线	一九五一年五月十五日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-014	5	main_work	镇压反革命必须打得稳，打得准，打得狠	一九五O年十二月——一九五一年九月	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-015	5	main_work	应当重视电影《武训传》的讨论	一九五一年五月二十日	17	2	source_records_with_open_verification_items	《毛泽东年谱》1951年5月19日条记载，毛泽东修改胡乔木起草的《为什么重视〈武训传〉的讨论》，改为《应当重视电影〈武训传〉的讨论》，以《人民日报》社论发表；MIA所录第五卷《应当重视电影〈武训传〉的讨论》题注称，该篇是社论的节录。
MX5-016	5	main_work	三大运动的伟大胜利	一九五一年十月二十三日	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-017	5	main_work	关于“三反”、“五反”的斗争	一九五一年十一月——一九五二年三月	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-018	5	main_work	把农业互助合作当作一件大事去做	一九五一年十二月十五日	5	1	source_records_with_open_verification_items	MIA所录第五卷《把农业互助合作当作一件大事去做》的网页题注包含有关刘少奇和农业互助合作政策的编者说明；本记录的引用位置为网页题注。
MX5-019	5	main_work	元旦祝词	一九五二年一月一日	9	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-020	5	main_work	中共中央关于西藏工作方针的指示	一九五二年四月六日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-021	5	main_work	工人阶级与资产阶级的矛盾是国内的主要矛盾	一九五二年六月六日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-022	5	main_work	团结起来，划清敌我界限	一九五二年八月四日）：团结起来，划清敌我界限	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-023	5	main_work	祝贺中国人民志愿军的重大胜利	一九五二年十月二十四日	12	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-024	5	main_work	反对官僚主义、命令主义和违法乱纪	一九五三年一月五日	11	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-025	5	main_work	批判大汉族主义	一九五三年三月十六日	14	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-026	5	main_work	解决“五多”问题	一九五三年三月十九日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-027	5	main_work	对刘少奇、杨尚昆破坏纪律擅自以中央名义发出文件的批评	一九五三年五月十九日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-028	5	main_work	批判离开总路线的右倾观点	一九五三年六月十五日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-029	5	main_work	青年团的工作要照顾青年的特点	一九五三年六月三十日	18	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-030	5	main_work	关于国家资本主义	一九五三年七月九日	15	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-031	5	main_work	党在过渡时期的总路线	一九五三年八月	52	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-032	5	main_work	反对党内的资产阶级思想	一九五三年八月十二日	6	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-033	5	main_work	改造资本主义工商业的必经之路	一九五三年九月七日	16	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-034	5	main_work	抗美援朝的伟大胜利和今后的任务	一九五三年九月十二日	6	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-035	5	main_work	批判梁漱溟的反动思想	一九五三年九月十六日——十八日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-036	5	main_work	关于农业互助合作的两次谈话	一九五三年十月十五日、十一月四日	15	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-037	5	main_work	关于中华人民共和国宪法草案	一九五四年六月十四日	31	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-038	5	main_work	为建设一个伟大的社会主义国家而奋斗	一九五四年九月十五日	26	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-039	5	main_work	关于《红楼梦》研究问题的信	一九五四年十月十六日	9	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-040	5	main_work	原子弹吓不倒中国人民	一九五五年一月二十八日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-041	5	main_work	在中国共产党全国代表会议上的讲话	一九五五年三月	37	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-042	5	main_work	驳“舆论一律”	一九五五年五月二十四日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-043	5	main_work	《关于胡风反革命集团的材料》的序言和按语	一九五五年五月、六月	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-044	5	main_work	关于农业合作化问题	一九五五年七月三十一日	117	2	source_records_with_open_verification_items	《毛泽东年谱》1955年10月13日条转录征求《关于农业合作化问题》第三次修正稿意见的信，信中列出合并章节、增加解释工农联盟的一节、替换适用地区表述、删例，以及补入注重质量、停顿间歇和及时批评等修改；《毛泽东年谱》1955年10月14日讲话记录载，作者称农业合作化报告经过六次修改；10月13日条所转录信件使用“第三次修正稿”的表述。
MX5-045	5	main_work	农业合作化必须依靠党团员和贫农下中农	一九五五年九月七日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-046	5	main_work	农业合作化的一场辩论和当前的阶级斗争	一九五五年十月十一日	6	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-047	5	main_work	《中国农村的社会主义高潮》的序言	一九五五年九月、十二月	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-048	5	main_work	《中国农村的社会主义高潮》的按语	一九五五年九月、十二月	6	1	source_records_with_open_verification_items	《〈中国农村的社会主义高潮〉的按语》网页题注称，作者写过104篇按语，本卷选辑43篇；题注另述1958年部分按语重印的情况。
MX5-049	5	main_work	征询对农业十七条的意见	一九五五年十二月二十一日	12	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-050	5	main_work	加快手工业的社会主义改造	一九五六年三月四日	8	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-051	5	main_work	论十大关系	一九五六年四月二十五日	80	2	source_records_with_open_verification_items	《毛泽东年谱》1965年12月条载，《论十大关系》拟发县团以上学习；18日批示称不大满意，发下去征求意见，以助将来修改；《毛泽东年谱》1975年7月13日条载，在审阅《论十大关系》整理稿和公开发表请示时，批示暂不公开，可印发全党讨论，不登报，将来出选集时再公开。
MX5-052	5	main_work	美帝国主义是纸老虎	一九五六年七月十四日	13	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-053	5	main_work	增强党的团结，继承党的传统	一九五六年八月三十日	26	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-054	5	main_work	我们党的—些历史经验	一九五六年九月二十五日	17	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-055	5	main_work	纪念孙中山先生	一九五六年十一月十二日	16	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-056	5	main_work	在中国共产党第八届中央委员会第二次全体会议上的讲话	一九五六年十一月十五日	24	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-057	5	main_work	在省市自治区党委书记会议上的讲话	一九五七年一月	41	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-058	5	main_work	关于正确处理人民内部矛盾的问题	一九五七年二月二十七日	138	2	source_records_with_open_verification_items	《关于正确处理人民内部矛盾的问题》网页题注称，该文根据讲话原始记录整理并作补充，于1957年6月19日发表；《毛泽东年谱》1966年文艺座谈会纪要修订条，记述纪要中引用四篇著作及相关措辞的修改；该条所列被修改文件为纪要。
MX5-059	5	main_work	在中国共产党全国宣传工作会议上的讲话	一九五七年三月十二日	68	2	source_records_with_open_verification_items	《毛泽东年谱》1964年3月14日条载，1957年全国宣传工作会议讲话整理稿交康生、陈伯达审阅并提修改意见，拟收入新简选本；编者注称，1964年6月收入《毛泽东著作选读》甲种本；《毛泽东年谱》1966年文艺座谈会纪要修订条，记述纪要中引用四篇著作及相关措辞的修改；该条所列被修改文件为纪要。
MX5-060	5	main_work	坚持艰苦奋斗，密切联系群众	一九五七年三月	16	1	source_records_with_open_verification_items	《坚持艰苦奋斗，密切联系群众》网页题注称，该篇分别取自1957年3月18日济南讲话和3月19日南京讲话的一部分。
MX5-061	5	main_work	事情正在起变化	一九五七年五月十五日	21	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-062	5	main_work	中国共产党是全中国人民的领导核心	一九五七年五月二十五日	15	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-063	5	main_work	组织力量反击右派分子的猖狂进攻	一九五七年六月八日	7	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-064	5	main_work	文汇报的资产阶级方向应当批判	一九五七年七月一日	12	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-065	5	main_work	打退资产阶级右派的进攻	一九五七年七月九日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-066	5	main_work	一九五七年夏季的形势	一九五七年七月	30	2	source_records_with_open_verification_items	《毛泽东年谱》1957年7月19日至30日条载，《一九五七年夏季的形势》19日形成草稿和第一次修改稿，20日第二和第三次，25日第四次，26至27日第五至第八次，29日第九次，30日第十次；《毛泽东年谱》所载《一九五七年夏季的形势》稿上说明及批示中，第三次稿拟发至地委一级，第四次稿拟发至县委及相当一级；第十次稿标称最后定稿，同时注明须交政治局批准，如有修改须告知。
MX5-067	5	main_work	做革命的促进派	一九五七年十月九日	5	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-068	5	main_work	坚定地相信群众的大多数	一九五七年十月十三日	6	0	full_corpus_retrieval_first_pass_only	基线与候选定位已登记；尚未形成逐条来源记载摘要。
MX5-069	5	main_work	党内团结的辩证方法	一九五七年十一月十八日	5	1	source_records_with_open_verification_items	《党内团结的辩证方法》和《一切反动派都是纸老虎》的网页题注均称，各篇为莫斯科共产党和工人党代表会议发言的节录。
MX5-070	5	main_work	一切反动派都是纸老虎	一九五七年十一月十八日	34	1	source_records_with_open_verification_items	《党内团结的辩证方法》和《一切反动派都是纸老虎》的网页题注均称，各篇为莫斯科共产党和工人党代表会议发言的节录。
